Date,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Fatal (Y/N),Species ,Age_clean
2004-02-11,2004.0,Unprovoked,AUSTRALIA,New South Wales,Caves Beach,Snorkeling,M,Leg bitten,N,60 CM [23.6] BLIND OR BROWN SHARK,22.0
2004-01-23,2004.0,Unprovoked,URUGUAY,Rocha,Ensenada de la Coronilla,Surfing,M,Puncture wounds to dorsum of right foot,N,POSSIBILY A  1.5 TO 2 M SANDTIGER SHARK,21.0
2004-01-03,2004.0,Sea Disaster,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,M,"No survivors, sharks scavenged on remains",Y,UNKNOW,28.0
2003-04-21,2003.0,Unprovoked,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County",Surfing,M,Survived,N,UNIDENTIFIED SPECIES,17.0
2003-04-19,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Jumping,M,Left foot bitten,N,A “SMALL” SHARK,11.0
2002-11-11,2002.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,1.5-inch laceration,N,6' SHARK,21.0
2002-07-04,2002.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Standing,F,"Calf, foot & hand bitten",N,"1.2 M TO 1.5 M [4' TO 5'] SHARK, POSSIBLY A BULL SHARK",9.0
2002-06-20,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,Small lacerations on right lower leg,N,UNKNOW,11.0
2002-06-09,2002.0,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,6-inch gash on right foot,N,UNKNOW,50.0
2002-05-31,2002.0,Unprovoked,USA,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,M,Lacerated foot,N,1 M  SHARK,16.0
2002-03-03,2002.0,Invalid,NEW CALEDONIA,Loyalty Islands,Lifou,Spearfishing,M,"PRESUMED FATAL, body not recovered",UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH UNCONFIRED,44.0
2001-09-08,2001.0,Provoked,USA,Florida,"Everglades National Park, Monroe County",Fishing,M,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,UNKNOW,44.0
2001-08-31,2001.0,Unprovoked,BAHAMAS,Abaco Islands,North of Grand Cay,Spearfishing,M,Torso lacerated,N,3 M [10'] BULL SHARK,44.0
2001-07-21,2001.0,Watercraft,USA,Massachusetts,Chatham Island,Fishing,M,No Injury to occupants; shark bumped the boat,N,"MAKO SHARK, 14'",28.0
2001-07-15,2001.0,Unprovoked,USA,Florida,"Santa Rosa Island, Escambia County",Surfing,M,Left foot & heel lacerated,N,UNKNOW,48.0
2001-07-15,2001.0,Unprovoked,USA,Florida,"Amelia Island, Nassau County",Boogie boarding,M,Foot lacerated,N,0.9 M  [3'] SHARK,18.0
2001-07-06,2001.0,Unprovoked,MEXICO,Baja California,Ensenada,Surfing,M,Foot bitten,N,UNKNOW,42.0
2001-05-04,2001.0,Unprovoked,AUSTRALIA,New South Wales,Noraville,Surfing,M,"Chest lacerated, surfboard bitten",N,UNKNOW,33.0
2001-04-02,2001.0,Unprovoked,AUSTRALIA,New South Wales,Nambucca River Entrance,Surfing,M,Calf bitten,N,BRONZE WHALER SHARK,40.0
2000-10-29,2000.0,Watercraft,AUSTRALIA,Queensland,Peel Island,Fishing,M,"No Injury to occupant, shark holed and sank boat",N,WHITE SHARK,31.0
2000-09-11,2000.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming / Body surfing,M,Finger lacerated,N,60 CM TO 90 CM [2' TO 3'] SHARK,25.0
2000-07-16,2000.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,Hand lacerated,N,UNKNOW,15.0
2000-06-10,2000.0,Unprovoked,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,Foot lacerated,N,"BLACKTIP SHARK, 1.2 M TO 1.8 M [4' TO 6']",17.0
1999-09-04,1999.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Wading with surfboard,M,Right foot bitten,N,UNKNOW,39.0
1999-08-26,1999.0,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,3-inch laceration to right foot,N,A SMALL SHARK,28.0
1999-08-05,1999.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,Right ankle & heel  lacerated,N,4' TO 5' SHARK,62.0
1999-07-21,1999.0,Unprovoked,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),Surfing,M,Right thigh & buttock bitten,N,"TIGER SHARK, 1.8 M TO 2.4 M [6' TO 8']",43.0
1997-08-14,1997.0,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,M,"FATAL, arm & leg severed",Y,"TIGER SHARK, 5.2 M [17']",33.0
1997-08-02,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading / Surfing,M,Top of left foot bitten,N,JUVENILE SHARK,19.0
1996-02-09,1996.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Madang,Surfing,M,Thigh,N,UNKNOW,28.0
1995-09-30,1995.0,Unprovoked,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,Leg & ankle bitten,N,UNKNOW,17.0
1995-09-28,1995.0,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,"Right foot bruised, board bitten",N,4 M [13'] WHITE SHARK,25.0
1995-08-01,1995.0,Invalid,USA,California,"Carmel, Monterey County",Diving,M,Torso bitten by 4 m [13'] white shark,UNKNOWN,INVALID,28.0
1994-01-01,1994.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,Left foot bitten,N,BLACKTIP SHARK,28.0
1993-11-21,1993.0,Unprovoked,AUSTRALIA,Western Australia,A pearl  farm in Roebuck Bay,Hookah diving,M,FATAL,Y,TIGER SHARK CAUGHT 6 DAYS LATER WITH DIVER’S REMAINS IN ITS GUT,27.0
1993-09-16,1993.0,Unprovoked,EL SALVADOR,La Libertad,near El Cocal Beach,Surfing,M,Left leg gashed,N,3.7 M [12'] WHITE SHARK,15.0
1993-02-18,1993.0,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,M,Foot bitten,N,1.5 M [5'] SHARK,28.0
1992-12-23,1992.0,Unprovoked,USA,Hawaii,"Chun's Reef, Laniakea, O'ahu",Lying on surfboard,M,"Minor lacerations to hand, 15 crescent-shaped piece removed from surfboard",N,"TIGER SHARK, 3 M TO 4.9 M [10' TO 16']",30.0
1992-11-12,1992.0,Unprovoked,FIJI,Wakaya Island,Unknow,Scuba diving,M,Left arm lacerated,N,3 M HAMMERHEAD SHARK,30.0
1992-09-01,1992.0,Unprovoked,USA,Florida,St Lucie County,Surf fishing,M,"Foot bitten, 8 stitches needed to repair the wound",N,UNKNOW,28.0
1992-01-08,1992.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,Spearfishing,M,Left cheek lacerated,N,POSSIBLY A 1.5 M [5'] BLACKTIP SHARK,36.0
1991-11-19,1991.0,Unprovoked,USA,Hawaii,"Maliko Point, Maui","Fishing from rocks, swept out to sea by large wave & treading water",M,"Body not recovered, shorts found indicating shark bite on left side",Y,"TIGER SHARK, 3.7 M [12']",28.0
1991-07-18,1991.0,Unprovoked,USA,Florida,150 miles from Crystal River,Swimming from makeshift raft  to life vest after fishing boat sank,M,Punctures in lower abdomen & groin,N,1.8 M [6'] BLACKTIP SHARK,42.0
1991-04-03,1991.0,Unprovoked,USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",Sitting on surfboard,M,Deep lacerations to calf & ankle,N,SHARK HAD A VERY LARGE GIRTH,28.0
1990-08-19,1990.0,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Surfing,M,Minor cuts to foot,N,UNKNOW,28.0
1989-10-29,1989.0,Unprovoked,AUSTRALIA,Northern Territory,Edith Falls,Swimming,F,Puncture marks to right calf,N,UNKNOW,31.0
1989-06-29,1989.0,Unprovoked,USA,Hawaii,"Anahola, Kaua'i",Fell off surfboard 20' from shore,M,Foot & ankle severely bitten,N,UNKNOW,28.0
1989-06-06,1989.0,Unprovoked,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara",Windsurfing (urinating on his board),M,Upper right thigh bitten,N,3 M [10'] WHITE SHARK,28.0
1988-10-22,1988.0,Unprovoked,AUSTRALIA,Victoria,Phillip Island,Surfing,M,Lacerations to right leg,N,7' SHARK,38.0
1988-03-14,1988.0,Unprovoked,REUNION,Saint-Pierre,Pic du Diable,Surfing,M,Laceration to hand,N,UNKNOW,28.0
1988-02-02,1988.0,Unprovoked,Fiji,Vanua Levu,Unknow,Diving,M,Lacerations to left arm & waist,N,"TIGER SHARK, 3 M",22.0
1987-07-12,1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Body surfing,F,Left foot bitten,N,4' SHARK,32.0
1985-02-03,1985.0,Unprovoked,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",Surfing,M,Right foot bitten,N,UNKNOW,16.0
1983-08-20,1983.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Spearfishing,M,Inner thighs lacerated,N,5 M [16.5'] WHITE SHARK,29.0
1983-07-05,1983.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Floating on air mattress,M,"No injury, shark bit air mattress, deflating it",N,UNKNOW,17.0
1982-02-17,1982.0,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,M,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,UNKNOW,28.0
1981-09-03,1981.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,Laceration to foot,N,UNKNOW,24.0
1981-08-29,1981.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Laceration to left ankle,N,6' SHARK,15.0
1979-12-05,1979.0,Invalid,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Spearfishing,M,FATAL,Y,WHITE SHARK?,19.0
1979-10-22,1979.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,M,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,"RAGGEDTOOTH SHARK, 50-KG [110-LB], 2 M [6.75'] GAFFED",28.0
1979-02-21,1979.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,"Surfing, collided with shark",M,Punctures on left thigh,N,1.5 M TO 2 M [5' TO 6.75'] SHARK,19.0
1978-08-01,1978.0,Unprovoked,USA,Florida,Florida Straits,Floating on inner tube raft,M,Minor injury to ankle,N,UNKNOW,27.0
1975-11-19,1975.0,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney",Standing,M,Laceration to posterior thigh,N,5' SHARK,20.0
1975-07-26,1975.0,Unprovoked,AUSTRALIA,Queensland,Maroochydore,Surfing,M,Buttocks & leg bitten,N,12' SHARK,21.0
1975-07-15,1975.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,Arm lacerated,N,1.2 M [4'] SHARK,14.0
1975-07-05,1975.0,Provoked,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth",Spearfishing,M,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,2.4 M [8'] WHALER SHARK,29.0
1975-03-13,1975.0,Provoked,AUSTRALIA,Queensland,Southport Aquarium,Diving & force-feeding the shark,M,Laceration to thigh by captive shark PROVOKED INCIDENT,N,"BRONZE WHALER SHARK, 6'",18.0
1974-12-12,1974.0,Unprovoked,AUSTRALIA,Western Australia,Geographe Bay,Surfing,M,Survived,N,UNKNOW,32.0
1973-11-24,1973.0,Unprovoked,USA,Florida,"Ormond By The Sea, Volusia County",Surfing,M,Foot bitten,N,UNKNOW,13.0
1970-12-13,1970.0,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",Fishing for prawns,M,"FATAL, decapitated and arm severed",Y,UNKNOW,18.0
1970-07-05,1970.0,Unprovoked,Unknow,Unknow,Unknow,Surfing,M,Finger or toe severed,N,MAKO SHARK,28.0
1970-03-31,1970.0,Invalid,USA,Hawaii,"Waimea Bay, O'ahu",Body surfing,M,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered.",UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,28.0
1969-08-29,1969.0,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Floating on his back,M,Laceration to right leg,N,UNKNOW,28.0
1968-03-01,1968.0,Invalid,USA,Florida,Florida Keys,Treading water,M,No injury,UNKNOWN,INVALID,28.0
1967-07-29,1967.0,Unprovoked,USA,Florida,Florida Keys,Snorkeling,M,Foot lacerated,N,UNKNOW,20.0
1966-08-28,1966.0,Watercraft,AUSTRALIA,Northern Territory,Darwin Harbour,Surfing,M,"No injury to occupant. Shark struck vessel, jamming centreboard",N,UNKNOW,28.0
1966-01-29,1966.0,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,M,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,COPPER SHARK,33.0
1966-01-22,1966.0,Unprovoked,USA,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),M,"Hand, arm & thigh bitten",N,"WHITE SHARK, 3 M [10']",29.0
1965-06-01,1965.0,Unprovoked,SOUTH PACIFIC OCEAN,Unknow,Unknow,Treading water,M,"FATAL, body not recovered",Y,UNKNOW,28.0
1965-05-29,1965.0,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,"FATAL, left leg & right arm severed",Y,UNKNOW,28.0
1965-02-04,1965.0,Unprovoked,USA,Massachusetts,"Granite Pier, Rockport",Scuba diving,M,Punctures on left thigh,N,1.2 M [4'] SHARK,18.0
1964-03-28,1964.0,Unprovoked,AUSTRALIA,South Australia,Surfers Paradise Beach near Victor Harbour,Surfing,M,Left thigh lacerated,N,1.8 M [6'] SHARK,19.0
1963-11-30,1963.0,Unprovoked,NEW ZEALAND,South Island,"Charteris Bay, Lyttleton Harbour",Treading water while alongside capsized yacht,M,Hand & lower leg severely injured,N,POSSIBLY A BROADNOSE 7-GILL SHARK,20.0
1962-10-25,1962.0,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Wading,M,"FATAL, both legs bitten",Y,2.7 M [9'] SHARK,32.0
1962-07-28,1962.0,Unprovoked,USA,South Carolina,"Off Hilton Head, Beaufort County",Standing,M,Lacerations on left foot & hand,N,1.8 M TO 2.4 M [6' TO 8'] SHARK,21.0
1961-01-25,1961.0,Watercraft,SOUTH AFRICA,Western Cape Province,Frikkies Bay,Fishing for kob,M,"No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat",N,4.6 M [15'] SHARK,28.0
1960-10-01,1960.0,Sea Disaster,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),Unknow,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,"Sharks attacked sailors in the water, several survivors picked up",Y,UNKNOW,28.0
1960-04-01,1960.0,Provoked,AUSTRALIA,South Australia,Hog Bay,Shark fishing,M,Hooked shark bit stern  PROVOKED INCIDENT,N,WHITE SHARK,28.0
1960-02-27,1960.0,Invalid,USA,Hawaii,"Between Keawakapu & Makena, Maui",Spearfishing,M,Left forearm lacerated,UNKNOWN,"ACCORDING TO BENJAMIN, THE INJURY WAS INFLICTED BY A BARRACUDA, NOT A SHARK",36.0
1959-12-28,1959.0,Watercraft,AUSTRALIA,New South Wales,"Leichardt, Sydney",Fishing,M,No injury to occupants,N,2.4 M  [8'] SHARK,50.0
1959-11-16,1959.0,Invalid,USA,Louisiana,120 miles southeast of New Orleans,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,M,Body recovery efforts were hampered by large sharks but sharks did not cause the deaths.,UNKNOWN,INVALID,28.0
1959-10-07,1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,"Xefina Island, Bay of Maputo",Swimming,M,"FATAL, died in Lourenco Marques Hospital",Y,UNKNOW,28.0
1959-08-15,1959.0,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing on Scuba,M,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark",Y,3.7 M [12'] SHARK,26.0
1959-01-01,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Kalapiai, Kombe",Fishing,M,Minor injuries,N,UNKNOW,28.0
1958-01-09,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scotburgh,Swimming,M,FATAL,Y,WHITE SHARK,28.0
1958-01-01,1958.0,Provoked,PANAMA,Canal Zone,Unknow,Skindiving,M,"Boy seized shark by its tail, shark bit boy’s forearm  PROVOKED INCIDENT",N,18 TO 24 SHARK,28.0
1957-01-01,1957.0,Unprovoked,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",Duke of York Island,Dynamiting fish,M,FATAL,Y,UNKNOW,28.0
1954-10-02,1954.0,Invalid,JAPAN,Nagasaki Prefecture,Oomura Bay,Surfing,M,Body found in gut of 2000-lb white shark,UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,13.0
1954-01-22,1954.0,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,Spearfishing,M,Severe laceration to arm,N,UNKNOW,30.0
1952-12-24,1952.0,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near Melbourne",Lying prone on surfboard,M,"No injury, board bumped by shark",N,UNKNOW,28.0
1951-08-17,1951.0,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,F,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,WHITE SHARK,16.0
1951-03-26,1951.0,Provoked,AUSTRALIA,New South Wales,Avalon,Fell off surf ski,M,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,"WOBBEGONG SHARK, 4'",23.0
1949-01-14,1949.0,Invalid,AUSTRALIA,New South Wales,Off North Bondi,Surfing,M,"No injury, chased by 3 sharks",UNKNOWN,INVALID,32.0
1949-01-13,1949.0,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",Surf skiing,M,"No injury, shark bumped ski",N,UNKNOW,28.0
1947-11-08,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,Thighs & knee lacerated,N,UNKNOW,13.0
1946-06-28,1946.0,Unprovoked,INDIA,Unknow,Chennai,Bathing,M,Serious injuries,N,UNKNOW,14.0
1946-02-10,1946.0,Unprovoked,AUSTRALIA,Western Australia,"City Beach, Perth",Standing,M,"Leg bitten, surgically amputated",N,"WHITE SHARK, 4.2 M [13'9]",18.0
1946-01-01,1946.0,Watercraft,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,M,"No injury to occupants, shark struck boats+K1581",N,UNKNOW,28.0
1944-10-25,1944.0,Unprovoked,PHILIPPINES,Unknow,Off Cape Engano,Parachuted into Pacific,M,"Shark grazed leg, leaving toothmarks",N,UNKNOW,28.0
1943-10-26,1943.0,Invalid,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,Surfing,M,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker’s Haulover, Miami Beach on 26-Oct-1943",UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH UNCONFIRMED,28.0
1943-09-23,1943.0,Unprovoked,PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Dived overboard to check propeller of US Navy motor torpedo boat,M,"FATAL, left leg  & shoulder bitten",Y,"WHITE SHARK, 2 M [6'9]  (TOOTH FRAGMENT RECOVERED FROM VICTIM'S SHOULDER & IDENTIFIED BY J.T. NICHOLLS)",20.0
1943-04-05,1943.0,Invalid,USA,Hawaii,"3 miles from shore off McGregor Point, Maui","Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",M,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark’s gut,UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH UNCONFIRMED,28.0
1942-01-01,1942.0,Watercraft,SOUTH AFRICA,Western Cape Province,Simon’s Bay,Surfing,M,"No injury to occupants, boat rammed by shark",N,UNKNOW,28.0
1942-01-01,1942.0,Watercraft,SOUTH AFRICA,Western Cape Province,Simon's Bay,Surfing,M,No injury,N,SAID TO INVOLVE A 6.5 M [21.5'] SHARK,28.0
1940-01-29,1940.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Dived into the water,M,Shoulder nipped,N,A SMALL SHARK,17.0
1939-02-26,1939.0,Provoked,NEW ZEALAND,North Island,Matakana River Mouth,Fishing,M,Lacerations to left hand from hooked shark PROVOKED INCIDENT,N,7' SHARK,28.0
1937-02-03,1937.0,Provoked,AUSTRALIA,Queensland,Moreton Island,Fishing,M,Left shoulder bitten by netted shark PROVOKED INCIDENT,N,3' BLUE NOSED SHARK,20.0
1936-09-11,1936.0,Unknow,VIETNAM,Unknow,Saigon,Wreck of a sampam,M,FATAL,Y,UNKNOW,28.0
1936-08-04,1936.0,Unprovoked,AUSTRALIA,Torres Strait,Bathurst Island,Pearl diving,M,Torso bitten,N,UNKNOW,28.0
1935-08-26,1935.0,Unprovoked,AUSTRALIA,Queensland,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy",M,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,3.7 M [12'] SHARK,38.0
1935-03-09,1935.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,"FATAL, left thigh, buttock, left forearm bitten, finger removed",Y,"WHITE SHARK, 4 M [13']",27.0
1934-12-31,1934.0,Unprovoked,AUSTRALIA,New South Wales,George’s River at Kentucky,Splashing,F,Hands severed,N,"TIGER SHARK, 1.5 M [5']",13.0
1934-10-09,1934.0,Unprovoked,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,F,FATAL,Y,UNKNOW,38.0
1934-02-24,1934.0,Unprovoked,AUSTRALIA,Torres Strait,Adolphus Channel,Splashing in water,M,"Lacerated knee & foot, deep puncture wounds",N,3.4 M [11']  TIGER SHARK & A 5' SHARK,28.0
1931-01-01,1931.0,Unprovoked,PAPUA NEW GUINEA,Unknow,Unknow,Surfing,M,No details,UNKNOWN,UNKNOW,28.0
1930-12-02,1930.0,Watercraft,AUSTRALIA,Victoria,Rosebud,Fishing,M,No injury to occupants; shark seized gunwale & tried to overturn boat,N,7 SHARK'S TEETH FOUND EMBEDDED IN THE WOODWORK OF THE BOAT,28.0
1930-11-30,1930.0,Unprovoked,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Thrown into water from fishing dinghy,M,Laceration to leg,N,UNKNOW,28.0
1930-08-16,1930.0,Unprovoked,SPAIN,Canary Islands,"El Escabonal, Tenerife",Swimming,M,Leg bitten,N,UNKNOW,38.0
1927-01-08,1927.0,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",Swimming,M,Lost hand,N,UNKNOW,28.0
1927-01-01,1927.0,Unprovoked,AUSTRALIA,New South Wales,15 miles up the Cataract River,Swimming,M,"FATAL, shoulder bitten",Y,UNKNOW,10.0
1924-04-22,1924.0,Unprovoked,PANAMA,150 miles offshore,Unknow,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,Reported to have had 2 fights with sharks before being rescued by the British freighter Dorsetafter 23 hours in the water,N,UNKNOW,21.0
1923-03-18,1923.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Diving,M,Lacerations to right thigh and knee,N,UNKNOW,28.0
1922-07-19,1922.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Surfing,M,Leg bitten,N,UNKNOW,28.0
1918-09-19,1918.0,Unprovoked,AUSTRALIA,Queensland,Townsville,Bathing,M,FATAL,Y,UNKNOW,22.0
1918-03-22,1918.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,"Severe laceration to arm, necessitating surgical amputation at the elbow",N,12' SHARK,28.0
1916-12-08,1916.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Taking wife to beach & about 1 m from the shore,M,"FATAL, right arm severed, chest punctured",Y,UNKNOW,41.0
1914-11-08,1915.0,Unprovoked,AUSTRALIA,New South Wales,Manly,Bathing,M,Severe lacerations to feet & ankles,N,UNKNOW,28.0
